edge_type,evidence,layer,weight,source,target
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,ksskradio.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,ktu.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,litefm.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,mix1077.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,mix931.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,mixgulfcoast.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,news.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,onairwithryan.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,real1061.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,rock107mb.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,rumba1065.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,star1043.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,star941fm.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,thebuzz.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,theriver973.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,us1035.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,wbul.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,wild949.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,wjlbdetroit.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,wovk.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,y1025.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,y94fm.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,z100.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,z100radio.iheart.com
same_ip,199.232.210.193,infra,1.0,1043myfm.iheart.com,z104fm.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,939litefm.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,949thebull.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,953bull.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,975online.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,alice955.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,altrock993.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,b100wobb.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,bobbybones.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,charlotterestaurantweek.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,cities97.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,cmtcody.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,espn1530.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,espn961.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,fm106.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,kdwb.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,kiisfm.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,kiss108.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,klou.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,kost1035.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,ksskradio.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,ktu.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,litefm.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,mix1077.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,mix931.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,mixgulfcoast.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,news.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,onairwithryan.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,real1061.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,rock107mb.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,rumba1065.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,star1043.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,star941fm.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,thebuzz.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,theriver973.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,us1035.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,wbul.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,wild949.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,wjlbdetroit.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,wovk.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,y1025.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,y94fm.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,z100.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,z100radio.iheart.com
same_ip,199.232.210.193,infra,1.0,1061kissfm.iheart.com,z104fm.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,949thebull.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,953bull.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,975online.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,alice955.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,altrock993.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,b100wobb.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,bobbybones.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,charlotterestaurantweek.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,cities97.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,cmtcody.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,espn1530.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,espn961.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,fm106.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,kdwb.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,kiisfm.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,kiss108.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,klou.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,kost1035.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,ksskradio.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,ktu.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,litefm.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,mix1077.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,mix931.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,mixgulfcoast.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,news.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,onairwithryan.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,real1061.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,rock107mb.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,rumba1065.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,star1043.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,star941fm.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,thebuzz.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,theriver973.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,us1035.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,wbul.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,wild949.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,wjlbdetroit.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,wovk.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,y1025.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,y94fm.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,z100.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,z100radio.iheart.com
same_ip,199.232.210.193,infra,1.0,939litefm.iheart.com,z104fm.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,953bull.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,975online.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,alice955.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,altrock993.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,b100wobb.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,bobbybones.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,charlotterestaurantweek.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,cities97.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,cmtcody.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,espn1530.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,espn961.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,fm106.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,kdwb.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,kiisfm.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,kiss108.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,klou.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,kost1035.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,ksskradio.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,ktu.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,litefm.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,mix1077.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,mix931.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,mixgulfcoast.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,news.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,onairwithryan.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,real1061.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,rock107mb.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,rumba1065.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,star1043.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,star941fm.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,thebuzz.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,theriver973.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,us1035.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,wbul.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,wild949.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,wjlbdetroit.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,wovk.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,y1025.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,y94fm.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,z100.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,z100radio.iheart.com
same_ip,199.232.210.193,infra,1.0,949thebull.iheart.com,z104fm.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,975online.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,alice955.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,altrock993.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,b100wobb.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,bobbybones.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,charlotterestaurantweek.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,cities97.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,cmtcody.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,espn1530.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,espn961.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,fm106.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,kdwb.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,kiisfm.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,kiss108.iheart.com
same_ip,199.232.210.193,infra,1.0,953bull.iheart.com,klou.iheart.com
